family	packageId	mod	kind	defName	label	status	factions	addedTags	existingWeaponTags	existingApparelTags	reason	sourceFile
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Weathered_10mm_Pistol	Weathered 10mm Pistol	unique_or_quest_only		FIPW_Role_Sidearm,FIPW_Unique			Named FCP weapon; deliberately excluded from random faction pools.	D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Lever_Action_Rifle	Lever Action Rifle	assigned	Arizona raiders; California raiders; Great Khans; Nova Arizona frontier; Nuevo Texico frontier; Nuevo Texico raiders; caravan companies; escaped slaves and beggars; generic wastelanders; ghoul settlements; raiders; settlements	FIPW_Pool_ArizonaCowboy,FIPW_Pool_ArizonaRaider,FIPW_Pool_CaliforniaRaider,FIPW_Pool_Caravan,FIPW_Pool_Ghoul,FIPW_Pool_GreatKhan,FIPW_Pool_NuevoTexicoFrontier,FIPW_Pool_NuevoTexicoRaider,FIPW_Pool_Raider,FIPW_Pool_Settler,FIPW_Pool_SlaveLowTech,FIPW_Pool_Wastelander,FIPW_Role_Rifle,FIPW_T1_Wasteland	FCP_Lever_Action_Rifle,FCP_Rifle,Gun			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Rifle_Defs.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Appalachia_Beret	BoS Appalachia Beret	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_HeadGear.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Appalachia_Fatigues	BoS Appalachia Fatigues	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Appalachia_Infantry_Hood	BoS Appalachia Infantry Hood	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_HeadGear.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Appalachia_Infantry_Uniform	BoS Appalachia Infantry Uniform	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Appalachia_T60_Power_Armor	BoS Appalachia T-60 Power Armor	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Class_PowerArmor,FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_Power_Armor		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_PowerArmor.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Appalachia_T60_Power_Armor_Helmet	BoS Appalachia T-60 Power Armor Helmet	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Class_PowerArmor,FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_Power_Armor_Helmet		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_PowerArmor_Headgear.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_B35C_Armor	BoS B35C Armor	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_B35C_Helmet	BoS B35C Helmet	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel,FCP_BoS_Apparel_Lyons		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_HeadGear.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Battle_Coat	BoS Battle Coat	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Bomber_Jacket	BoS Bomber Jacket	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Brotherhood_Fatigues	BoS Brotherhood Fatigues	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Brotherhood_Field_Medic_Fatigues	BoS Brotherhood Field Medic Fatigues	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Classic_Combat_Armor_Reinforced	BoS Reinforced Combat Armor	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel,FCP_BoS_Apparel_Lyons		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Combat_Armor_Helmet	BoS Combat Armor Helmet	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel,FCP_BoS_Combat_Armor		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_HeadGear.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Elder_Robes	BoS Elder Robes	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Field_Scribe	BoS Field Scribe Uniform	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Field_Scribe_Hat	BoS Science Field Hat	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_HeadGear.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Flight_Helmet	BoS Flight Helmet	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_HeadGear.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Heavy_Combat_Armor	BoS Heavy Combat Armor	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel,FCP_BoS_Combat_Armor		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Jumpsuit	BoS Jumpsuit	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Knight_Under_Armor	BoS Knight Under Armor	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Lancer_Captain_Hat	BoS Lancer's Captain Hat	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_HeadGear.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Lancer_Captain_Uniform	BoS Lancer Captain Uniform	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Light_Combat_Armor	BoS Light Combat Armor	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel,FCP_BoS_Combat_Armor		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Lost_Hills_T51_Power_Armor	BoS Lost Hills T-51 Power Armor	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Class_PowerArmor,FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_Power_Armor		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_PowerArmor.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Midwestern_Power_Armor	Midwestern Brotherhood Power Armor	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Class_PowerArmor,FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_Power_Armor,FCP_Power_Armor_Midwest		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_PowerArmor.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Midwestern_Power_Armor_Helmet	Midwestern Brotherhood Power Armor Helmet	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Class_PowerArmor,FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_Power_Armor,FCP_Power_Armor_Helmet,FCP_Power_Armor_Midwest		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_PowerArmor_Headgear.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Officer_Undersuit	BoS Officer Undersuit	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Outcast_Recon_Armor	BoS Outcast Recon Armor	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Outcast		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Outcast_Recon_Hood	BoS Outcast Recon Hood	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Outcast		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_HeadGear.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Outcast_Scribe_Robes	BoS Outcast Scribe Robes	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Outcast		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Recon_Armor	BoS Recon Armor	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel,FCP_BoS_Apparel_Lyons		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Recon_Hood	BoS Recon Hood	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel,FCP_BoS_Apparel_Lyons		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_HeadGear.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Science_Scribe	BoS Science Scribe Outfit	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Science_Scribe_Hat	BoS Science Scribe Hat	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_HeadGear.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Scribe_Robes	BoS Scribe Robes	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Soldier_Undersuit	BoS Soldier Undersuit	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Squire	BoS Squire Uniform	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Squire_Hat	BoS Squire Hat	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_HeadGear.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_Sturdy_Combat_Armor	BoS Sturdy Combat Armor	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_BoS_Apparel,FCP_BoS_Combat_Armor		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_Apparel.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_T45_Lyons_Power_Armor	BoS Lyons T-45 Power Armor	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Class_PowerArmor,FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_Power_Armor,FCP_Power_Armor_Lyons		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_PowerArmor.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_T45_Lyons_Power_Armor_Helmet	BoS Lyons T-45 Power Armor Helmet	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Class_PowerArmor,FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_Power_Armor_Helmet,FCP_Power_Armor_Lyons		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_PowerArmor_Headgear.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_T45_Outcast_Power_Armor	BoS Outcast T-45 Power Armor	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Class_PowerArmor,FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_Power_Armor,FCP_Power_Armor_Outcast		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_PowerArmor.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_T45_Outcast_Power_Armor_Helmet	BoS Outcast T-45 Power Armor Helmet	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Class_PowerArmor,FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_Power_Armor_Helmet,FCP_Power_Armor_Outcast		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_PowerArmor_Headgear.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_T51_Appalachia_Power_Armor	BoS Appalachia T-51 Power Armor	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Class_PowerArmor,FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_Power_Armor		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_PowerArmor.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_T51_Appalachia_Power_Armor_Helmet	BoS Appalachia T-51  Power Armor Helmet	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Class_PowerArmor,FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_Power_Armor_Helmet		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_PowerArmor_Headgear.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_T51_Power_Armor	BoS T-51 Power Armor	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Class_PowerArmor,FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_Power_Armor		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_PowerArmor.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_T51_Power_Armor_Helmet	BoS T-51 Power Armor Helmet	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Class_PowerArmor,FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_Power_Armor_Helmet		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_PowerArmor_Headgear.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_T60_Power_Armor	BoS T-60 Power Armor	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Class_PowerArmor,FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_Power_Armor		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_PowerArmor.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	apparel	FCP_Apparel_BoS_T60_Power_Armor_Helmet	BoS T-60 Power Armor Helmet	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPA_Class_PowerArmor,FIPA_Pool_BrotherhoodNative,FIPA_Pool_CircleOfSteel		FCP_Power_Armor_Helmet		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Apparel\ThingDefs_BoS_PowerArmor_Headgear.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	weapon	FCP_Gun_BoS_Crusader_Pistol	BoS 10mm Crusader Pistol	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPW_Pool_BrotherhoodNative,FIPW_Pool_CircleOfSteel,FIPW_Role_Sidearm,FIPW_T3_Advanced	FCP_BoS_Weapon,Gun			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Weapons\WeaponDefs_BoS.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	weapon	FCP_Gun_BoS_M94_Plasma_Rifle	BoS M-94 Plasma Rifle	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPW_Pool_BrotherhoodNative,FIPW_Pool_CircleOfSteel,FIPW_Role_Plasma,FIPW_T4_Elite	FCP_BoS_Weapon,Gun			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Weapons\WeaponDefs_BoS.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	weapon	FCP_Gun_BoS_Ultracite_Rifle	BoS Ultracite Rifle	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPW_Pool_BrotherhoodNative,FIPW_Pool_CircleOfSteel,FIPW_Role_Laser,FIPW_T4_Elite	FCP_BoS_Weapon,Gun			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Weapons\WeaponDefs_BoS.xml
FCP	Rick.FCP.BOS	FCP - Brotherhood of Steel	weapon	FCP_Melee_BoS_Super_Sledge	BoS Super Sledge	assigned	Circle of Steel; FCP Brotherhood of Steel	FIPW_Pool_BrotherhoodNative,FIPW_Pool_CircleOfSteel,FIPW_Role_Heavy,FIPW_T3_Advanced	FCP_BoS_Heavy_Weapon			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Brotherhood-of-Steel\1.6\Defs\ThingDefs_Weapons\WeaponDefs_BoS.xml
