StringId	Text
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_ConsumedDigestibleResurrectorNanites.description	Resurrector nanites will resurrect this person as long as they are active. The effect lasts for 12 hours.
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_ConsumedDigestibleResurrectorNanites.label	consumed resurrector nanites (from meal)
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_ConsumedHotSauce.description	Consumed a potent, spicy sauce made from blending and simmering chilis and other spices. While particularly strong hot sauces hurt at first, they are known to numb pain and work up a warm sweat shortly after consumption. Boosts pain resistance by 15% and cold temperature resistance by 10ºC for 12 hours.
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_ConsumedHotSauce.label	consumed hot sauce (from meal)
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_ConsumedMayo.description	Mayo is a thick emulsion of egg, oil, and other herbs. Mayonnaise, while terrible for you, adds a pleasing tang and is very calorically dense. It lowers hunger rate by 15% for 12 hours.
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_ConsumedMayo.label	consumed mayo (from meal)
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_ConsumedSpices.description	Consumed a variety of aromatic and pungent spices. It increases manipulation stat by 5% for 12 hours.
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_ConsumedSpices.label	consumed spices (from meal)
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_SugarRush.description	Sugar is easily converted into energy by the body, which may result in a nice burst of energy. It increases moving stat by 15% for 12 hours.
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_SugarRush.label	consumed brown sugar (from meal)
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_WellFed.description	I have eaten a delicious and filling grilled meat. It lowers hunger rate by 35% for 12 hours.
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_WellFed.label	well fed (from grilled meal)
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_WellFedFine.description	I have eaten a delicious and filling grilled meat. It lowers hunger rate by 35% for 12 hours.
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_WellFedFine.label	well fed (from grilled meal)
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_WellFedGourmet.description	I have eaten a delicious and filling grilled meat. It lowers hunger rate by 35% for 12 hours.
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_WellFedGourmet.label	well fed (from grilled meal)
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_WellFedLavish.description	I have eaten a delicious and filling grilled meat. It lowers hunger rate by 35% for 12 hours.
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_WellFedLavish.label	well fed (from grilled meal)
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_WellFedSimple.description	I have eaten a delicious and filling grilled meat. It lowers hunger rate by 35% for 12 hours.
Part3|DefInjected/HediffDef/VanillaExpanded_VCookE.xml|VCE_WellFedSimple.label	well fed (from grilled meal)
Part3|DefInjected/HediffDef/VanillaExpanded_VCookESushi.xml|VCE_AteFineSushi.description	I have eaten a delicious and filling sushi meal.
Part3|DefInjected/HediffDef/VanillaExpanded_VCookESushi.xml|VCE_AteFineSushi.label	consumed fine sushi (from meal)
Part3|DefInjected/HediffDef/VanillaExpanded_VCookESushi.xml|VCE_AteGourmetSushi.description	I have eaten a delicious and filling sushi meal.
Part3|DefInjected/HediffDef/VanillaExpanded_VCookESushi.xml|VCE_AteGourmetSushi.label	consumed gourmet sushi (from meal)
Part3|DefInjected/HediffDef/VanillaExpanded_VCookESushi.xml|VCE_AteLavishSushi.description	I have eaten a delicious and filling sushi meal.
Part3|DefInjected/HediffDef/VanillaExpanded_VCookESushi.xml|VCE_AteLavishSushi.label	consumed lavish sushi (from meal)
Part3|DefInjected/HediffDef/VanillaExpanded_VCookESushi.xml|VCE_AteSimpleSushi.description	I have eaten a delicious and filling sushi meal.
Part3|DefInjected/HediffDef/VanillaExpanded_VCookESushi.xml|VCE_AteSimpleSushi.label	consumed simple sushi (from meal)
Part3|DefInjected/HediffDef/VanillaExpanded_VCookESushi.xml|VCE_ConsumedSoySauce.description	A fermented paste of soybeans, roasted grain, brine, and Aspergillus bacteria. Soy sauce can be added directly to food, and is used as a dip or salt flavor in cooking, as well as providing a rich umami taste. Soy sauce contains 10 times the antioxidants of red wine, and can help prevent cardiovascular diseases (increases blood pumping and filtration).
Part3|DefInjected/HediffDef/VanillaExpanded_VCookESushi.xml|VCE_ConsumedSoySauce.label	consumed soy sauce (from meal)
Part3|DefInjected/HediffDef/VanillaExpanded_VCookESushi.xml|VCE_ConsumedWasabi.description	A paste made from ground wasabi rhizomes and used as a pungent condiment for sushi and other foods. It is similar in taste to hot mustard rather than chili peppers in that it stimulates the nose more than the tongue. Wasabi clears your breathing and makes you feel warmer for a while.
Part3|DefInjected/HediffDef/VanillaExpanded_VCookESushi.xml|VCE_ConsumedWasabi.label	consumed wasabi (from meal)
Part3|DefInjected/HediffDef/VanillaExpanded_VEE.xml|MightJoin.description	might join
Part3|DefInjected/HediffDef/VanillaExpanded_VEE.xml|MightJoin.label	might join
Part3|DefInjected/HediffDef/VanillaExpanded_VEE.xml|StandOff.description	standoff
Part3|DefInjected/HediffDef/VanillaExpanded_VEE.xml|StandOff.label	standoff
Part3|DefInjected/HediffDef/VanillaExpanded_VEE.xml|Traitor.description	traitor
Part3|DefInjected/HediffDef/VanillaExpanded_VEE.xml|Traitor.label	traitor
Part3|DefInjected/HediffDef/VanillaExpanded_VExplorationE.xml|VEE_AnimaPearlsHediff.description	Eating some anima pearls has provided a small psychic sensitivity boost.
Part3|DefInjected/HediffDef/VanillaExpanded_VExplorationE.xml|VEE_AnimaPearlsHediff.label	psychic sensitivity boost
Part3|DefInjected/HediffDef/VanillaExpanded_VExplorationE.xml|VEE_ColossalFauna.description	This animal is larger than usual.
Part3|DefInjected/HediffDef/VanillaExpanded_VExplorationE.xml|VEE_ColossalFauna.label	colossal animal
Part3|DefInjected/HediffDef/VanillaExpanded_VExplorationE.xml|VEE_DustStorm.description	A dust storm is making vision practically impossible in this region.
Part3|DefInjected/HediffDef/VanillaExpanded_VExplorationE.xml|VEE_DustStorm.label	affected by dust storm
Part3|DefInjected/HediffDef/VanillaExpanded_VExplorationE.xml|VEE_Microfauna.description	This animal is smaller than usual.
Part3|DefInjected/HediffDef/VanillaExpanded_VExplorationE.xml|VEE_Microfauna.label	microfauna
Part3|DefInjected/HediffDef/VanillaExpanded_VExplorationE.xml|VEE_QuicksandHediff.description	Moving through quicksand. Greatly reduces movement speed.
Part3|DefInjected/HediffDef/VanillaExpanded_VExplorationE.xml|VEE_QuicksandHediff.label	traversing quicksand
Part3|DefInjected/HediffDef/VanillaExpanded_VExplorationE.xml|VEE_RottenStench.description	Acrid vapors seep from the ground, blanketing the area in a foul smell that burns the lungs and sours the mood.
Part3|DefInjected/HediffDef/VanillaExpanded_VExplorationE.xml|VEE_RottenStench.label	rotten stench
Part3|DefInjected/HediffDef/VanillaExpanded_VFECore.xml|Computer_LearningBoost.description	Learning boost due to computer activity
Part3|DefInjected/HediffDef/VanillaExpanded_VFECore.xml|Computer_LearningBoost.label	Learning Boost
Part3|DefInjected/HediffDef/VanillaExpanded_VFECore.xml|Computer_LearningBoost.stages.0.label	Minor
Part3|DefInjected/HediffDef/VanillaExpanded_VFECore.xml|Computer_LearningBoost.stages.1.label	Major
Part3|DefInjected/HediffDef/VanillaExpanded_VFECore.xml|Computer_LearningBoost.stages.2.label	Max
Part3|DefInjected/HediffDef/VanillaExpanded_VFECore.xml|VFE_ListeningToMusic.description	Currently gaining recreation due to listening to music.
Part3|DefInjected/HediffDef/VanillaExpanded_VFECore.xml|VFE_ListeningToMusic.label	listening to music
Part3|DefInjected/HediffDef/VanillaExpanded_VFEMedical.xml|Minor_CryptoSickness.description	minor cryptosleep sickness
Part3|DefInjected/HediffDef/VanillaExpanded_VFEMedical.xml|Minor_CryptoSickness.label	cryptosleep sickness (minor)
Part3|DefInjected/HediffDef/VanillaExpanded_VFESecurity.xml|VFES_Dazzled.description	Significant impairment of vision as a result of over-exposure to light.
Part3|DefInjected/HediffDef/VanillaExpanded_VFESecurity.xml|VFES_Dazzled.label	dazzled
Part3|DefInjected/HediffDef/VanillaExpanded_VFESecurity.xml|VFES_PlatformTerrain.description	platform.
Part3|DefInjected/HediffDef/VanillaExpanded_VFESecurity.xml|VFES_PlatformTerrain.label	platform
Part3|DefInjected/HediffDef/VanillaExpanded_VFESecurity.xml|VFES_Stab.description	A stab wound.
Part3|DefInjected/HediffDef/VanillaExpanded_VFESecurity.xml|VFES_Stab.label	splinter
Part3|DefInjected/HediffDef/VanillaExpanded_VFESecurity.xml|VFES_TrenchTerrain.description	trench.
Part3|DefInjected/HediffDef/VanillaExpanded_VFESecurity.xml|VFES_TrenchTerrain.label	trench
Part3|DefInjected/HediffDef/VanillaExpanded_VFESpacer.xml|Bed_RefreshingSleep.description	Exquisite bed rest due to advanced bed sleeping systems
Part3|DefInjected/HediffDef/VanillaExpanded_VFESpacer.xml|Bed_RefreshingSleep.label	refreshing Sleep
Part3|DefInjected/HediffDef/VanillaExpanded_VFESpacer.xml|Bed_RefreshingSleep.stages.0.label	Minor
Part3|DefInjected/HediffDef/VanillaExpanded_VFESpacer.xml|Bed_RefreshingSleep.stages.1.label	Major
Part3|DefInjected/HediffDef/VanillaExpanded_VFESpacer.xml|Bed_RefreshingSleep.stages.2.label	Max
Part3|DefInjected/HediffDef/VanillaExpanded_VFESpacer.xml|VFES_FreshAir.description	The air feels fresh and smells nice!
Part3|DefInjected/HediffDef/VanillaExpanded_VFESpacer.xml|VFES_FreshAir.label	clean air
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_AdrenalineBurst.description	Adrenaline rush greatly increases the speed of the hybrid for a while, and then it needs to be recharged to be used again.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_AdrenalineBurst.label	adrenaline rush
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_AdrenalineBurst.stages.1.label	exhausted
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_AnimalAbasia.description	A condition that makes an animal unable to walk by interfering with the motor cortex. If not treated in time, Abasia inevitably interferes with functioning of organs - for example by halting the heart functions. A creature with Animal Abasia can be tended to which will slow down the disease, but cannot be cured.\n\nAny hybrid or paragon animal will get this disease 3 years after being hatched or born naturally, though this is affected by the hybrids's quality.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_AnimalAbasia.label	animal abasia
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_AnimalAbasia.stages.0.label	paralyzed
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_AnimalControlHediff.description	This creature was genetically modified with a controller booster.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_AnimalControlHediff.label	animal controller
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_AnimalTuberculosis.description	A disease originating from a bacterial infection that attacks lungs. Animals with tuberculosis will keep spitting blood until blood loss causes them to die. Every time a coughing attack occurs, the lungs of that animal will get more and more damaged. A creature with Animal Tuberculosis can be tended to which will slow down the disease, but cannot be cured.\n\nAny hybrid or paragon animal will get this disease 3 years after being hatched or born naturally, though this is affected by the hybrids's quality.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_AnimalTuberculosis.label	animal tuberculosis
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_AnimalTuberculosis.stages.0.label	initial
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_AnimalTuberculosis.stages.1.label	damaged lungs
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_AnimalTuberculosis.stages.2.label	very damaged lungs
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BearClaws.comps.0.tools.0.label	bear claws
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BearClaws.description	An improvement over the bionic Power Claw, these claws have been vat-grown with a mixture of human and bear DNA, and replace the subject's hand with versatile, non-retractable claws.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BearClaws.label	humanoid implant: bear claws
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BearLeg.comps.0.tools.0.label	animal Implant: bear leg
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BearLeg.description	A prosthetic animal leg strengthened with bear muscles, and ending in a powerful bear claw that adds a powerful melee attack.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BearLeg.label	animal Implant: bear leg
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BearLiver.description	An implant that uses bear genes to improve function of the liver. Specially useful for those alcoholic chickens.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BearLiver.label	animal Implant: bear liver
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BearMuscleTissue.description	Grafts of bear muscle tissue on the subject's torso increase overall strength and stamina. These grafts however tend to stimulate the production of an abundance of body hair.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BearMuscleTissue.label	humanoid implant: bear muscle tissue
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BloodFrenzy.description	This creature has been victim of a frenzied attack.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BloodFrenzy.label	victim of blood frenzy
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BoomalopeHeart.description	An implant that uses chemfuel to pump blood through the animal's body. This implant is intended for creatures whose heart is failing catastrophically, since it is less efficient than a natural heart.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BoomalopeHeart.label	animal Implant: boomalope heart
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BoomalopeNodules.description	These skin nodules can be integrated in a human's torso, causing a huge explosion if the subjects dies violently.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BoomalopeNodules.label	humanoid implant: boomalope nodules
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BoomalopeStomach.description	An implant that uses boomalope genes to improve function of the stomach.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BoomalopeStomach.label	animal Implant: boomalope stomach
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BunnyEars.description	This huge leporid ear gives amazing enhanced hearing. Also, super kawaii!
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_BunnyEars.label	humanoid implant: bunny ear
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_Burrowing.description	Burrows underground to be able to move while being almost impervious to attacks. This ability needs to be recharged to be used again.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_Burrowing.label	burrowing underground
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_Burrowing.stages.1.label	recovering
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CanidEye.description	An eye implant that uses genetic splicing with canid genes to give an old (or damaged) eye decent vision. This implant is not meant to replace healthy eyes.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CanidEye.label	animal Implant: canid eye
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CatEye.description	This hybrid humanoid / feline eye provides improved night vision, at the expense of a certain short-sightedness outside and during the day. Ideal for nyctophile colonists.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CatEye.label	humanoid implant: cat eye
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CatReflexes.description	Cat reflexes greatly increases the speed and melee dodge chance of the hybrid for a while, and then it needs to be recharged to be used again.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CatReflexes.label	cat reflexes
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CatReflexes.stages.1.label	exhausted
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CatTail.description	A tail implant that uses genetic splicing with feline genes to substitute a broken or missing tail. This implant is not meant to replace a healthy tail.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CatTail.label	animal Implant: cat tail
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CausedHorror.description	Releases an insanity cloud that reduces sanity of anyone passing through it, and then it needs to be recharged to be used again.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CausedHorror.label	recently invoked the insanity of That Which Man Is Not Meant to Know
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CausedHorror.stages.0.label	recovering
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CausedPoisonCloud.description	Releases a poison cloud that harms anyone passing through it, except reptilians, and then it needs to be recharged to be used again.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CausedPoisonCloud.label	recently released poison cloud
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CausedPoisonCloud.stages.0.label	recovering
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ChemfuelHeart.description	A reinforced bionic heart that acts like a miniature 4-stroke internal combustion engine powered by chemfuel to pump blood through the body.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ChemfuelHeart.label	humanoid implant: chemfuel heart
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ChemfuelStomach.description	A reinforced bionic stomach that uses a combination of gastric acid and chemfuel to efficiently digest food.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ChemfuelStomach.label	humanoid implant: chemfuel stomach
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ChickenBrains.description	An implant that uses chicken brain tissue to patch damaged neurological pathways. This implant is intended for brain-dead creatures.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ChickenBrains.label	animal Implant: chicken brains
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ChickenKidney.description	An implant that uses chicken genes to improve function of the kidney. Birds have large kidneys. Yep, you learned that today.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ChickenKidney.label	animal Implant: chicken kidney
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ChitinousHeart.description	A bionic heart implant using a reinforced shell of insectoid chitin for protection. This is a heart designed to take a beating. Pun intended, but it's the last one, I promise.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ChitinousHeart.label	animal Implant: chitinous heart
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CompoundEye.description	This hybrid humanoid / insectoid eye provides improved vision in a wide range of different wavelengths, including those usually outside the human range, completely modifying the way the subject perceives his surroundings.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CompoundEye.label	humanoid implant: compound insectoid eye
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CrocodileSpine.description	A bionic implant adding a sturdy crocodile spine to the creature's skeletal system.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_CrocodileSpine.label	animal Implant: crocodile spine
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_DevouringJaws.description	A set of improved teeth designed to rapidly chew and ingest any kind of food. Leaves kind of a mess, though...
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_DevouringJaws.label	humanoid implant: devouring jaws
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_DiggingBearClaws.comps.0.tools.0.label	mole claws
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_DiggingBearClaws.description	Grotesque but powerful hand blades that have been modified to be used in mining operations, increasing both speed and yield.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_DiggingBearClaws.label	humanoid implant: digging mole claws
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_DistortionHediff.description	This body part has been terribly warped by being exposed to a dangerous spatial distortion. Warping is very painful, and warped body parts are often lost.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_DistortionHediff.label	warping
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ElectroEggAddiction.description	A chemical addiction to active mechanites. Long-term presence of active mechanites has caused neurological adaptations at the cellular level, so the brain can no longer function properly without them.\n\nWithout regular doses of active mechanites, withdrawal symptoms will begin. However, extended abstinence will force the brain to adapt back to its normal state, resolving the addiction.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ElectroEggAddiction.label	active mechanites addiction
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ElectroEggAddiction.stages.1.label	withdrawal
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ElectroEggHigh.description	Active mechanites in the bloodstream. They lift the mood and increase attentiveness.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ElectroEggHigh.label	high on active mechanites
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ElectroEggTolerance.description	A built-up tolerance to active mechanites. The more severe this tolerance is, the more active mechanites it takes to get the same effect.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ElectroEggTolerance.label	active mechanites tolerance
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ExtractedBrain.description	The brain or neural center of this creature has been extracted and refined into genetic material.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_ExtractedBrain.label	brain extracted
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_FeatherdustAddiction.description	A chemical addiction to featherdust. Long-term use of featherdust has caused neurological adaptations at the cellular level, so the brain can no longer function properly without the drug.\n\nWithout regular doses of featherdust, withdrawal symptoms will begin. However, extended abstinence will force the brain to adapt back to its normal state, resolving the addiction.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_FeatherdustAddiction.label	featherdust dependence
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_FeatherdustAddiction.stages.1.label	withdrawal
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_FeatherdustHigh.description	Featherdust's active chemical in the bloodstream. Generates a soft feeling of fuzzy well-being.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_FeatherdustHigh.label	stoned on featherdust
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_FeatherdustTolerance.description	A built-up tolerance to featherdust. The more severe this tolerance is, the more featherdust it takes to get the same effect.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_FeatherdustTolerance.label	featherdust tolerance
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_Frenzied.description	The smell of its enemies' blood has filled this hybrid with a frenzy.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_Frenzied.label	frenzied
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_GreaterScaria.description	A disease which causes affected creatures to enter berserk rages. A creature with greater scaria can't be cured and kills its host about five days after infection. Their seething rage will allow them to survive without having to eat or rest until their inevitable death.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_GreaterScaria.label	greater scaria
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_HairballDamage.description	Genetically altered hairballs are suffocating this creature. This negatively affects breathing and can even cause unconsciousness.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_HairballDamage.label	suffocating damage
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_HairballDamage.stages.0.label	initial-hidden
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_HairballDamage.stages.1.label	initial
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_HairballDamage.stages.2.label	minor
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_HairballDamage.stages.3.label	moderate
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_HairballDamage.stages.4.label	serious
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_HairballDamage.stages.5.label	extreme
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_HairballDamage.stages.6.label	nauseating
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_HibernationModule.description	A biochip that modifies the brain to reduce the need for sleep.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_HibernationModule.label	humanoid implant: hibernation module
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_HighlyFlammable.description	This creature will die quickly if set on fire.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_HighlyFlammable.label	highly flammable
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_HumanThrumboHorn.comps.0.tools.0.label	thrumbo horn
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_HumanThrumboHorn.description	A genetically modified thrumbo horn that can be implanted in a subject's forehead. Nasty.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_HumanThrumboHorn.label	humanoid implant: thrumbo horn
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_HungerByQuality.description	This is a hidden hediff that modifies the hybrid's hunger depending on quality.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_HungerByQuality.label	quality
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_IguanaScales.description	A synthetic skin substitute that is much thicker and a much better insulator than human skin. This provides a measure of defense but, more importantly, makes the subject more resistant to high temperatures.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_IguanaScales.label	humanoid implant: iguana scales
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_InsectClouds.description	Releases insect clouds that damage anyone crossing through them, except insectoids, and then it needs to be recharged to be used again.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_InsectClouds.label	releasing insect clouds
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_InsectClouds.stages.1.label	recovering
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_InsectileEye.description	A bionic implant which gives the creature compound insectile eyes. Compared with simple eyes, compound eyes possess a very large view angle, and can detect fast movement.
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_InsectileEye.label	animal Implant: insectile eye
Part3|DefInjected/HediffDef/VanillaExpanded_VGeneticsE.xml|GR_InsectMandibles.comps.0.tools.0.label	animal Implant: insect mandibles
