StringId	Text
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Knight_e.title	Brotherhood Knight
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_CitadelEngineer.description	[PAWN_nameDef] specialized in maintaining the Citadel's defenses and infrastructure, ensuring the Pride's stronghold remained secure against all threats.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_CitadelEngineer.title	Citadel Engineer
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Cook.description	[PAWN_nameDef] kept the Citadel fed, preparing hearty meals for Knights and Scribes and boosting morale with every meal served for the Pride.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Cook.title	Pride Cook
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Demolitions_Expert.description	[PAWN_nameDef] specialized in explosives, clearing rubble and disabling enemy fortifications for the Pride's operations in the Capital Wasteland.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Demolitions_Expert.title	Demolitions Expert
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Field_Instructor.description	[PAWN_nameDef] trained new recruits in weapons handling, tactics, and survival, shaping the next generation of Lyons' Pride warriors.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Field_Instructor.title	Field Instructor
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Mechanic.description	[PAWN_nameDef] maintained the Pride's vehicles and power armor, ensuring every machine was ready for battle at a moment's notice.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Mechanic.title	Pride Mechanic
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Power_Armor_Operator.description	[PAWN_nameDef] mastered the use and maintenance of power armor, leading charges against super mutants and protecting Lyons' Pride interests with unmatched resilience.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Power_Armor_Operator.title	Power Armor Operator
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Quartermaster.description	[PAWN_nameDef] managed the Pride's armory, distributing weapons and supplies to Knights and Scribes, and ensuring nothing was wasted in the fight for survival.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Quartermaster.title	Quartermaster
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Recon_Specialist.description	[PAWN_nameDef] excelled at scouting enemy positions and gathering intelligence, often venturing deep into hostile territory to ensure the Pride's tactical advantage.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Recon_Specialist.title	Recon Specialist
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Salvage_Team_Leader.description	[PAWN_nameDef] led expeditions into dangerous ruins, recovering valuable technology and resources for the Pride's continued survival.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Salvage_Team_Leader.title	Salvage Team Leader
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Scout_Leader.description	[PAWN_nameDef] led reconnaissance teams through the ruins of DC, mapping safe routes and identifying threats before they could strike for the Pride.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Scout_Leader.title	Scout Leader
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Wasteland_Defender.description	After years of training, [PAWN_nameDef] became a full-fledged Knight, patrolling the ruins of DC and defending settlements from raiders and mutants. [PAWN_pronoun] earned a reputation for bravery and tactical skill among the Lyons' Pride.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Knight_Wasteland_Defender.title	Wasteland Defender
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Paladin_Lyons_Pride_Veteran.description	[PAWN_nameDef] fought alongside the legendary Lyons' Pride, facing the Capital Wasteland's greatest threats. [PAWN_pronoun] is respected for [PAWN_possessive] courage and unwavering loyalty to the Pride's ideals.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Paladin_Lyons_Pride_Veteran.title	Lyons' Pride Veteran
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Paladin_Outcast_Hunter.description	[PAWN_nameDef] was tasked with tracking and confronting Outcasts, enforcing Elder Lyons' vision and protecting the unity of the Pride.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Paladin_Outcast_Hunter.title	Outcast Hunter
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Scribe_Archivist.description	[PAWN_nameDef] dedicated [PAWN_possessive] life to preserving the Pride's history and cataloging every piece of recovered technology and lore.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Scribe_Archivist.title	Archivist
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Scribe_Communications_Officer.description	[PAWN_nameDef] maintained radio contact between patrols and the Citadel, coordinating missions and relaying vital information for the Pride across the wasteland.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Scribe_Communications_Officer.title	Communications Officer
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Scribe_Diplomat.description	[PAWN_nameDef] negotiated with wasteland settlements and rival factions on behalf of Lyons' Pride, forging alliances and securing resources for the cause.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Scribe_Diplomat.title	Pride Diplomat
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Scribe_Field_Researcher.description	[PAWN_nameDef] traveled the wasteland to study mutated flora and fauna, providing the Pride with valuable scientific insights and survival knowledge.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Scribe_Field_Researcher.title	Field Researcher
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Scribe_Medical_Researcher.description	[PAWN_nameDef] focused on developing new treatments and medicines, using both pre-war knowledge and wasteland discoveries to heal the Pride's wounded.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Scribe_Medical_Researcher.title	Medical Researcher
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Scribe_Medical_Specialist.description	Dedicated to saving lives, [PAWN_nameDef] became a medical specialist, treating wounded Lyons' Pride members and researching advanced healing techniques.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Scribe_Medical_Specialist.title	Medical Specialist
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Scribe_Technology_Seeker.description	As a Scribe, [PAWN_nameDef] scoured the wasteland for lost knowledge and pre-war technology, documenting every discovery for the Lyons' Pride archives.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Scribe_Technology_Seeker.title	Technology Seeker
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Archivist_Assistant.description	[PAWN_nameDef] spent [PAWN_possessive] early years helping Pride archivists preserve and study pre-war documents, learning the importance of history and record-keeping.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Archivist_Assistant.title	Archivist's Assistant
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Bunker_Born.description	[PAWN_nameDef] was born and raised within the fortified walls of the Citadel. From a young age, [PAWN_pronoun] learned the value of discipline, order, and the importance of technology in rebuilding civilization as part of Lyons' Pride.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Bunker_Born.title	Bunker Born
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Canteen_Apprentice.description	While the Pride shunned luxuries, the elders acknowledged the morale boost a decent meal offered. As a squire, [PAWN_nameDef] showed a talent for cooking and regularly helped out the canteen staff.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Canteen_Apprentice.title	Canteen Apprentice
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Field_Medic.description	Assigned to the medbay, [PAWN_nameDef] learned basic first aid and battlefield triage, preparing [PAWN_objective] for the harsh realities of wasteland combat as part of Lyons' Pride.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Field_Medic.title	Field Medic Squire
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Junior_Medic.description	[PAWN_nameDef] assisted Pride medics with basic first aid and learned to care for the wounded, developing a steady hand and a compassionate heart.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Junior_Medic.title	Junior Medic
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Mess_Hall_Steward.description	[PAWN_nameDef] learned responsibility and teamwork by helping organize meals and supplies in the Pride's mess hall, ensuring everyone was fed and accounted for.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Mess_Hall_Steward.title	Mess Hall Steward
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Messenger.description	[PAWN_nameDef] was trusted to deliver messages and supplies throughout the Citadel, learning the importance of reliability and quick thinking in Pride operations.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Messenger.title	Squire Messenger
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Power_Armor_Trainee.description	From a young age, [PAWN_nameDef] was fascinated by the Pride's iconic power armor. [PAWN_pronoun] spent countless hours learning to maintain and eventually operate these technological marvels.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Power_Armor_Trainee.title	Power Armor Trainee
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Scout_In_Training.description	From a young age, [PAWN_nameDef] was taught to navigate the ruins of DC, learning stealth, observation, and survival skills from Pride scouts.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Scout_In_Training.title	Scout in Training
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Scribes_Pupil.description	[PAWN_nameDef] was chosen by a Pride Scribe for early mentorship, learning to read, write, and analyze ancient texts and schematics.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Scribes_Pupil.title	Scribe's Pupil
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Tech_Apprentice.description	Fascinated by pre-war relics, [PAWN_nameDef] spent [PAWN_possessive] youth assisting Pride Scribes in restoring ancient technology, learning the value of knowledge and patience.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Tech_Apprentice.title	Tech Apprentice
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Wasteland_Orphan.description	Orphaned by raiders, [PAWN_nameDef] was rescued by a Lyons' Pride patrol and given a new purpose. Life in the Citadel was strict, but [PAWN_pronoun] thrived under the Pride's guidance.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Wasteland_Orphan.title	Wasteland Orphan
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Workshop_Helper.description	As a child, [PAWN_nameDef] was often found in the Pride's workshops, learning to repair weapons and armor under the watchful eyes of veteran mechanics.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Workshop_Helper.title	Workshop Helper
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Workshop_Tinkerer.description	[PAWN_nameDef] was always curious about how things worked, often found disassembling and reassembling gadgets in the Pride's workshops under the guidance of patient Knights.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Workshop_Tinkerer.title	Workshop Tinkerer
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Youngling_Historian.description	[PAWN_nameDef] always had an interest in the history of mankind, much to the irritation of [PAWN_possessive] teachers, as the Pride preferred to teach more â€œusefulâ€ things. [PAWN_pronoun] often procured knowledge through unconventional means.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Lyons_Pride_Squire_Youngling_Historian.title	Youngling Historian
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Armorer.description	Maintained and repaired the chapter's weapons and armor during the lean years in Hidden Valley. Became an expert at keeping aging equipment functional with minimal resources and salvaged components.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Armorer.title	Brotherhood Armorer
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Bunker_Scribe.description	Cataloged pre-war technology and maintained the bunker's systems during the years of isolation. Watched helplessly as equipment failures mounted and spare parts dwindled. Became an expert at jury-rigging solutions with whatever materials were available.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Bunker_Scribe.title	Bunker Scribe
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Archive_Student.description	Spent childhood studying in the Brotherhood's archives, learning about pre-war technology and the chapter's history. Memorized technical manuals and the Codex while dreaming of the surface world.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Archive_Student.title	Archive Student
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Bunker_Born.description	Born and raised in the confines of Hidden Valley bunker during the chapter's isolation. Never saw the surface world until the evacuation, learning about the outside only through stories and old Brotherhood records.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Bunker_Born.title	Bunker Born
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Courier_Kid.description	Carried messages and small items between different sections of the bunker during childhood. Learned the layout of Hidden Valley's maze-like corridors and developed quick reflexes navigating the tight spaces.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Courier_Kid.title	Message Runner
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Equipment_Tender.description	Helped maintain and organize the bunker's equipment during childhood. Learned to identify different tools and components while keeping the armory and storage areas tidy and functional.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Equipment_Tender.title	Equipment Tender
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Hydroponics_Helper.description	Helped tend the bunker's small hydroponic gardens that supplemented their limited food supplies. Learned to coax life from artificial systems in the sterile underground environment.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Hydroponics_Helper.title	Hydroponics Helper
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Isolation_Survivor.description	Endured the psychological challenges of growing up in complete isolation from the outside world. Developed resilience and inner strength while watching the adults around them struggle with despair and cabin fever.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Isolation_Survivor.title	Isolation Survivor
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Library_Ward.description	Grew up in the bunker's archives and library, surrounded by pre-war books and Brotherhood documentation. Developed a love of learning and knowledge that helped pass the long, confined years.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Library_Ward.title	Library Ward
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Medic_Helper.description	Assisted the bunker's medical staff during childhood, learning basic first aid and patient care. Saw firsthand the physical and psychological toll that isolation took on the chapter members.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Medic_Helper.title	Medic's Helper
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Radio_Kid.description	Grew up helping in the communications center, learning radio protocols and encryption methods. Listened to distant signals from the outside world that painted pictures of places beyond the bunker walls.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Radio_Kid.title	Communications Trainee
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Scribe_Student.description	Trained from childhood to become a Scribe, learning to read technical documentation and understand pre-war technology. Showed early aptitude for analysis and problem-solving in the bunker's confined environment.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Scribe_Student.title	Scribe Student
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Security_Ward.description	Grew up under the protection and training of the bunker's security forces. Learned basic combat skills and discipline while helping with routine patrols and equipment maintenance.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Security_Ward.title	Security Ward
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Tech_Apprentice.description	Spent childhood learning to maintain and repair the bunker's aging systems under the guidance of Brotherhood scribes. Small hands were perfect for reaching into tight spaces in the machinery.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Tech_Apprentice.title	Tech Apprentice
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Wasteland_Dreamer.description	Spent childhood listening to stories of the surface world and dreaming of exploration beyond the bunker walls. Imagination flourished in the confined space, creating elaborate fantasies of wasteland adventures.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Wasteland_Dreamer.title	Wasteland Dreamer
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Workshop_Assistant.description	Spent time in the bunker's workshops, learning to craft and repair equipment from salvaged materials. Developed steady hands and an eye for detail working alongside the chapter's craftsmen.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Child_Workshop_Assistant.title	Workshop Assistant
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Communications_Officer.description	Maintained contact with other Brotherhood chapters and monitored radio frequencies from Hidden Valley. Witnessed the silence that gradually fell over the Brotherhood's network as chapters went dark or fell to their enemies.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Communications_Officer.title	Communications Officer
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Field_Engineer.description	Maintained the critical systems keeping Hidden Valley operational during its isolation. Jury-rigged solutions for failing power systems, water purification, and air recycling when replacement parts were unavailable.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Field_Engineer.title	Brotherhood Engineer
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Hidden_Valley_Knight.description	Served as a Knight in the Hidden Valley bunker under Elder McNamara's cautious leadership. Spent years on patrol missions and bunker security while the chapter remained in lockdown. Witnessed the gradual decline of morale and resources as the outside world moved on without them.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Hidden_Valley_Knight.title	Hidden Valley Knight
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Initiate.description	Served as an Initiate in the Hidden Valley bunker, performing maintenance duties and basic security tasks. Learned the Brotherhood's ways during its most isolated and demoralized period, when hope was in short supply.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Initiate.title	Hidden Valley Initiate
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Intelligence_Analyst.description	Analyzed intelligence reports and radio intercepts to track the movements and activities of potential enemies. Watched the NCR expand its influence while the Brotherhood remained powerless to act.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Intelligence_Analyst.title	Intelligence Analyst
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Medical_Officer.description	Provided medical care to the Hidden Valley chapter during years of declining health and morale. Treated radiation exposure, depression, and the various ailments that come from living in a sealed bunker for too long.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Medical_Officer.title	Brotherhood Medic
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Paladin_Veteran.description	Rose through the ranks to become a Paladin before the chapter's isolation began. Led missions to HELIOS One and other pre-war facilities. Carries the weight of the Brotherhood's defeats and the knowledge of what they once were.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Paladin_Veteran.title	Mojave Paladin
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Quartermaster.description	Managed the dwindling supplies and equipment of Hidden Valley during its years of isolation. Became an expert at rationing, resource allocation, and making difficult decisions about what could be spared. Every bullet and battery pack was precious.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Quartermaster.title	Bunker Quartermaster
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Recon_Specialist.description	Conducted dangerous reconnaissance missions across the Mojave Wasteland while the chapter remained hidden. Observed the rise of the NCR, the growth of New Vegas, and the changing political landscape from the shadows. Master of stealth and survival.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Recon_Specialist.title	Mojave Recon Specialist
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Security_Chief.description	Oversaw internal security and discipline within Hidden Valley during its years of lockdown. Dealt with growing tensions, desertion attempts, and the slow breakdown of military order as hope faded.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Security_Chief.title	Bunker Security Chief
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Sentinel.description	Served as a guard and patrol leader around Hidden Valley's perimeter. Spent countless hours watching the wasteland through periscopes and sensors, alert for NCR patrols or other threats while the chapter hid underground.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Sentinel.title	Mojave Sentinel
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Supply_Runner.description	Conducted secret missions to acquire supplies and equipment for the isolated Hidden Valley chapter. Learned to blend in with wastelanders and traders while maintaining Brotherhood loyalties and operational security.
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Supply_Runner.title	Covert Supply Runner
Part2|DefInjected/BackstoryDef/FCP_Brotherhood_of_Steel.xml|FCP_Backstory_BoS_Mojave_Tech_Specialist.description	Specialized in maintaining and reverse-engineering pre-war technology found in the Mojave. Worked on power armor systems, energy weapons, and the bunker's aging infrastructure with limited resources and growing desperation.
